true_energy_low,true_energy_high,true_energy_center,bin_width,angular_resolution,n_total,n_reco,aeff
0.01,0.018329807108324356,0.014164903554162177,0.008329807108324356,,34.0,0.0,0.0
0.018329807108324356,0.03359818286283781,0.025963994985581086,0.015268375754513456,,444.0,0.0,0.0
0.03359818286283781,0.06158482110660264,0.04759150198472023,0.02798663824376483,,1593.0,0.0,0.0
0.06158482110660264,0.11288378916846889,0.08723430513753577,0.05129896806186625,0.4581930116968747,2485.0,28.0,0.011267605633802818
0.11288378916846889,0.20691380811147891,0.15989879863997392,0.09403001894301002,0.3925640595380841,2062.0,200.0,0.09699321047526673
0.20691380811147891,0.37926901907322497,0.2930914135923519,0.17235521096174605,0.26525945386545635,1648.0,397.0,0.2408980582524272
0.37926901907322497,0.6951927961775606,0.5372309076253927,0.3159237771043356,0.16403896811250498,1290.0,373.0,0.28914728682170543
0.6951927961775606,1.2742749857031335,0.984733890940347,0.5790821895255729,0.15125525244843924,896.0,299.0,0.33370535714285715
1.2742749857031335,2.3357214690901213,1.8049982273966274,1.0614464833869879,0.1507529992771141,653.0,250.0,0.38284839203675347
2.3357214690901213,4.281332398719392,3.3085269339047567,1.9456109296292703,0.16490377117714836,451.0,158.0,0.35033259423503327
4.281332398719392,7.847599703514606,6.064466051116999,3.5662673047952147,0.21635371962684294,348.0,153.0,0.4396551724137931
7.847599703514606,14.38449888287663,11.116049293195617,6.536899179362023,0.23177498075871644,301.0,133.0,0.4418604651162791
14.38449888287663,26.366508987303583,20.375503935090105,11.982010104426953,0.23724667072841354,198.0,81.0,0.4090909090909091
26.366508987303583,48.32930238571752,37.34790568651055,21.962793398413936,0.49492162642956056,109.0,61.0,0.5596330275229358
48.32930238571752,88.58667904100822,68.45799071336288,40.257376655290706,0.7686157019170523,73.0,46.0,0.6301369863013698
88.58667904100822,162.3776739188721,125.48217647994016,73.79099487786387,0.6461020963037124,40.0,23.0,0.575
162.3776739188721,297.63514416313194,230.00640904100203,135.25747024425985,0.41164329213787637,41.0,25.0,0.6097560975609756
297.63514416313194,545.5594781168514,421.5973111399917,247.9243339537195,,,,
545.5594781168514,1000.0,772.7797390584258,454.44052188314856,,,,
